Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
8.6,3.6,0.956,6.45163,0.008113,CO,-4.827,0.0,0.0,16.8064,16.6314,17.3504,15.8135,19.9395,17.8322,16.6591,16.1752,15.9715,17.6421,16.6469,16.1811,15.984,15.942,19.0013,18.3223,17.0787,16.3296,15.6572,15.5283,15.816,16.0895,38.4397,25.2391,3981.0717055349733,132124.1077209018,111560.01214446237,139916.7702104057,9241.713864160225,95166.61021386045,129257.72744619117,112734.67240514109,82099.14117704927,105294.93948280062,129514.68092032829,110039.45770215029,87204.44131608469,71450.31306942525
8.6,3.58,0.956,6.54373,0.008113,CO,-4.907,0.0,0.0,17.0064,16.8886,17.6603,16.0372,20.3605,18.1799,16.9419,16.4079,16.1635,17.9795,16.9271,16.4123,16.1846,16.11,19.4217,18.6883,17.386,16.5945,15.8745,15.5608,15.9276,16.2034,38.1318,25.6745,3801.8939632056126,104256.24224178898,83858.78250835006,113864.87441493949,6271.226953897282,69088.31491504202,99617.70130044776,90986.61479144593,68792.10741600268,77169.82214434937,100055.0469135974,88934.12600699422,72493.42254878573,61207.4288001205
8.6,3.56,0.956,6.62417,0.008113,CO,-4.987,0.0,0.0,17.2064,17.136,17.9762,16.2425,20.9405,18.5616,17.2104,16.6236,16.3403,18.3441,17.194,16.6264,16.3684,16.2702,19.992,19.1035,17.7012,16.8433,16.0739,15.6917,16.02,16.2945,40.7804,26.7209,3630.780547701014,83012.22745678539,62688.59738057258,94247.4853532556,3675.805456008263,48609.88573936931,77792.28281942429,74592.90262962268,58454.58937451698,55157.8715741034,78249.03672676902,73017.74918327939,61203.83054982983,52810.968982434504
8.6,3.54,0.956,6.69544,0.008112,CO,-5.067,0.0,0.0,17.4064,17.3783,18.2944,16.4457,21.539,18.9511,17.485,16.8334,16.5129,18.7114,17.4653,16.8353,16.5453,16.4294,20.5829,19.5296,18.016,17.0936,16.2656,15.8301,16.1094,16.3809,43.0236,27.791,3467.368504525317,66424.62868343097,46775.19652431906,78180.21122505185,2118.6517983657254,33965.00385478756,60423.18085035398,61501.33954499836,49875.318497249515,39336.395994955834,60962.96313044415,60252.560768503834,52014.64898670309,45619.5717472512
8.6,3.52,0.956,6.75951,0.008112,CO,-5.147,0.0,0.0,17.6064,17.6581,18.6205,16.6998,21.9351,19.3106,17.7882,17.1005,16.7372,19.0656,17.768,17.1018,16.7812,16.6265,20.9822,19.8991,18.347,17.3837,16.5191,15.8891,16.225,16.4918,43.6229,28.1756,3311.311214825911,51334.4762449681,34639.81954023495,61866.684088561124,1471.0234162487914,24391.115807921295,45700.77700930729,48088.87033923903,40566.326525947545,28386.677729300845,46130.27758121358,47138.472944620546,41856.76618031202,38046.19276983881
8.6,3.5,0.956,6.81981,0.008112,CO,-5.227,0.0,0.0,17.8064,17.9177,18.9663,16.9186,22.6133,19.741,18.0882,17.3323,16.9245,19.4773,18.0638,17.3312,16.9731,16.7976,21.6586,20.3718,18.6935,17.6559,16.731,16.0519,16.3191,16.5809,45.8842,29.4723,3162.2776601683795,40417.47099883359,25191.59240282107,50575.11040004529,787.6614417133053,16408.60529217249,34667.58460067,38844.05632014098,34138.598036317424,19428.289546805383,35129.02271243137,38160.62766935121,35075.645494298,32499.09025940654
8.6,3.48,0.956,6.87971,0.008113,CO,-5.307,0.0,0.0,18.0064,18.1903,19.2922,17.1686,23.0132,20.1033,18.3929,17.5905,17.1513,19.8318,18.3657,17.5886,17.2087,17.0059,22.0658,20.7451,19.0243,17.9411,16.978,16.1454,16.4368,16.691,46.9835,29.8201,3019.9517204020162,31435.62268480035,18654.712183854797,40163.33535171478,544.8444333029962,11750.182182327519,26178.003176866554,30615.228639010533,27696.099711052495,14012.883110380144,26594.939085943603,30098.748731244275,28226.60228700162,26819.09607383635
8.6,3.46,0.956,6.93934,0.008113,CO,-5.387,0.0,0.0,18.2064,18.4505,19.6034,17.4074,23.3951,20.4492,18.684,17.837,17.3678,20.1703,18.6541,17.8344,17.4336,17.2048,22.4547,21.1016,19.3402,18.2134,17.2139,16.2346,16.5491,16.7962,48.0334,30.1522,2884.031503126606,24736.717389068337,14005.820396332301,32233.671193540897,383.2767877649073,8544.459591253204,20021.49560212565,24397.060724564984,22689.170259551753,10259.530793292713,20391.022315894133,24000.950510239785,22945.55697307874,22329.764151752355
8.6,3.44,0.956,6.9988,0.008113,CO,-5.467,0.0,0.0,18.4064,18.6991,19.9007,17.6353,23.7599,20.7796,18.9619,18.0725,17.5746,20.4936,18.9294,18.0691,17.6484,17.3948,22.8261,21.4421,19.6419,18.4735,17.4392,16.3198,16.6565,16.8967,49.0361,30.4694,2754.2287033381663,19674.425849687275,10650.955075172913,26130.62343863266,273.9003063823182,6302.670459166846,15500.171952299754,19639.820181866882,18754.203063429784,7617.412939673389,15824.099313481947,19335.18988160488,18826.89082042629,18744.943513811333
8.6,3.42,0.956,7.05816,0.008113,CO,-5.547,0.0,0.0,18.6064,18.9364,20.1845,17.8531,24.1082,21.0951,19.2273,18.2974,17.7721,20.8024,19.1923,18.2933,17.8535,17.5762,23.1807,21.7672,19.9301,18.7219,17.6544,16.4012,16.759,16.9926,49.9936,30.7723,2630.2679918953813,15811.827487240793,8201.032875772127,21381.086547721883,198.73415750771449,4713.294757007123,12138.82124449629,15965.3155679872,15635.026226517548,5731.753427104735,12421.069732303333,15727.816786888514,15586.141119080798,15860.765203645753
8.6,3.4,0.956,7.11753,0.008113,CO,-5.627,0.0,0.0,18.8064,19.1631,20.4556,18.061,24.4409,21.3964,19.4808,18.5121,17.9607,21.0973,19.4434,18.5074,18.0494,17.7495,23.5194,22.0777,20.2052,18.959,17.8598,16.4789,16.8568,17.0843,50.908,31.0616,2511.88643150958,12832.227998117562,6388.936223361414,17655.0833202486,146.28254854856993,3571.121284776614,9611.17568893111,13100.79066408669,13141.913794555909,4368.4513081439045,9856.415430087149,12913.038367918243,13013.035186148685,13520.854398711233
8.7,4.9,1.053,0.00034,0.007526,ONe,0.316,0.0,0.0,3.949,9.848,9.6521,10.2256,9.0703,9.5783,10.1479,10.5398,10.9204,9.6562,10.1539,10.5656,10.8675,11.0882,8.2883,9.5733,9.9231,10.0689,10.2756,10.7336,10.875,10.9967,7.5473,8.2,79432.82347242821,79355419.41931608,155619163.62108076,27942437.967944305,239148159.04741657,221451753.88781348,60418653.19055129,23520796.86273206,10000302.519636447,191426484.32487875,59532418.20262016,22541507.94552949,11281663.143089179,7257025.682414263
8.7,4.88,1.052,0.00039,0.007519,ONe,0.236,0.0,0.0,4.1502,9.8829,9.6878,10.2592,9.1068,9.6138,10.1818,10.5729,10.9541,9.6922,10.1882,10.5992,10.9012,11.1219,8.3248,9.6095,9.9572,10.1028,10.3092,10.7685,10.9098,11.0304,7.598,8.2426,75857.75750291836,76988321.22538719,150865985.89303932,27141419.26315336,231672934.83920243,214727358.9674148,58670433.67108124,22857055.849666532,9712731.794526158,185528349.75927678,57788547.96733002,21895316.316893615,10957245.352313481,7048341.181766572
8.7,4.86,1.051,0.00044,0.007514,ONe,0.155,0.0,0.0,4.3513,9.9162,9.7217,10.2913,9.1415,9.6476,10.2141,10.6046,10.9862,9.7264,10.2208,10.6313,10.9334,11.154,8.3597,9.6441,9.9897,10.1351,10.3413,10.8018,10.9429,11.0626,7.6464,8.2832,72443.59600749906,74762297.291592,146422940.21790907,26385804.602344826,224684487.1568917,208422773.47421533,57026548.450926125,22228905.402345836,9442330.218643628,180014740.9452578,56153854.250622444,21285752.688268434,10651215.573002879,6852115.999889189
8.7,4.84,1.05,0.0005,0.007508,ONe,0.075,0.0,0.0,4.5524,9.9726,9.7777,10.3449,9.1994,9.705,10.2693,10.6578,11.0373,9.7827,10.2751,10.6838,10.9843,11.2031,8.4174,9.7011,10.0453,10.1891,10.3935,10.8474,10.9859,11.1037,7.7147,8.3442,69183.09709189362,71091305.80860525,139284560.1076022,25154992.694956526,213357022.58528477,198006307.20068285,54286387.21747307,21199808.172697406,9022627.713587169,171191392.02884293,53499955.89479443,20313411.459539775,10179654.264481394,6559618.1688548755
8.7,4.82,1.049,0.00057,0.007503,ONe,-0.005,0.0,0.0,4.7534,10.0077,9.8141,10.378,9.2381,9.7417,10.3032,10.6905,11.0699,9.8188,10.3091,10.7172,11.0169,11.2361,8.4561,9.7387,10.0792,10.2231,10.426,10.8809,11.0199,11.1386,7.7633,8.3878,66069.34480075965,68921564.37186041,134871942.32268775,24432214.385774605,206160556.14352408,191680378.94506273,52687740.592638716,20598261.447556593,8767417.201192137,165813756.51841283,51919686.205089174,19724295.508258007,9891716.552396623,6371727.515789443
8.7,4.8,1.05,0.00074,0.007575,CO,-0.086,0.0,0.0,4.9547,10.0187,9.8264,10.3871,9.2526,9.7543,10.3131,10.6992,11.0786,9.8308,10.319,10.7267,11.0256,11.2451,8.4706,9.7521,10.0891,10.233,10.4346,10.8904,11.0299,11.1495,7.7872,8.4069,63095.7344480193,66935998.30711283,130829665.3405056,23769905.16877127,199576864.68506715,185884114.89771068,51221724.23541715,20047267.470355686,8532892.841659961,160888564.55285493,50475040.66929034,19182540.289617,9627117.704652859,6199573.5063717775
8.7,4.78,1.048,0.00085,0.007571,CO,-0.166,0.0,0.0,5.1561,10.0504,9.8593,10.417,9.2877,9.7875,10.3437,10.7288,11.108,9.8635,10.3497,10.757,11.055,11.275,8.5057,9.7862,10.1197,10.2637,10.464,10.9208,11.0607,11.181,7.8313,8.4463,60255.95860743581,65078648.75282695,127058876.97673067,23148679.981436983,193432291.90701944,180476666.12550318,49850896.816070795,19528728.459811166,8313713.873554891,156280200.20292613,49119672.159360714,18674324.49268384,9379832.081419637,6037547.9877362065
8.7,4.76,1.047,0.00098,0.007567,CO,-0.247,0.0,0.0,5.3574,10.1118,9.9217,10.4748,9.3545,9.8497,10.4038,10.7868,11.1643,9.925,10.4092,10.8137,11.1107,11.3306,8.5726,9.8511,10.1786,10.3232,10.5208,10.9743,11.1146,11.235,7.9038,8.5152,57543.993733715666,61565519.91617816,120089223.5601289,21971780.690947026,182082413.81518367,170608272.00081185,47216305.27696635,18532456.575732462,7901946.7387724975,147830138.3476172,46549442.493434064,17742872.243547257,8920189.654096717,5742217.257715217
8.7,4.74,1.046,0.00115,0.007563,CO,-0.327,0.0,0.0,5.5587,10.1653,9.9763,10.525,9.4142,9.9055,10.4551,10.8372,11.214,9.9796,10.4612,10.864,11.1612,11.381,8.6322,9.9084,10.2305,10.3753,10.5712,11.0236,11.1629,11.281,7.9706,8.5771,54954.08738576248,58667396.86717036,114320286.46260594,21001219.913252003,172523106.3575837,162233056.8567241,45084916.24734976,17710558.561170455,7556372.611674096,140728562.1698138,44419508.73605032,16957553.370375283,8523802.046020482,5487555.014530455
8.7,4.72,1.045,0.00137,0.007559,CO,-0.408,0.0,0.0,5.76,10.2875,10.1009,10.6438,9.553,10.0296,10.5765,10.955,11.3316,10.0982,10.5811,10.9819,11.2787,11.5008,8.7715,10.0388,10.3424,10.4961,10.6876,11.1433,11.2874,11.4084,8.0899,8.7095,52480.74602497723,52477885.62540959,102033507.01708648,18844474.56977192,151980118.6847242,144863462.53189206,40358106.06327512,15906395.199304976,6787859.98370422,126299537.61330591,39817433.29807582,15228695.490170721,7657603.322323236,4919470.915636686
8.7,4.7,1.044,0.00168,0.007555,CO,-0.489,0.0,0.0,5.9613,10.4044,10.2198,10.7573,9.6856,10.1481,10.6926,11.0676,11.444,10.2115,10.6957,11.0946,11.391,11.6153,8.9045,10.1634,10.4493,10.6116,10.7988,11.2577,11.4063,11.5301,8.2039,8.8361,50118.72336272725,47171108.489172235,91546673.36549969,16991972.091364413,134650054.22966558,130022530.74387161,36303669.987812065,14354614.102045555,6126784.834401323,113904665.73955408,35866831.66804087,13741763.060375655,6912459.800724391,4431779.565407349
8.7,4.68,1.042,0.00213,0.007551,CO,-0.569,0.0,0.0,6.1625,10.5154,10.3365,10.8562,9.8228,10.2641,10.796,11.1663,11.5382,10.3255,10.7997,11.1922,11.4849,11.7063,9.0416,10.2845,10.5568,10.7145,10.8961,11.3423,11.4845,11.6056,8.3984,9.0066,47863.0092322638,42632036.47509881,82304307.33573152,15529010.474962223,118791818.16670555,116971110.1303688,33040797.973901495,13121138.465944776,5623576.734066127,102660059.28833504,32625187.129526418,12573681.43258316,6346475.612050992,4079793.1784825707
8.7,4.66,1.041,0.00286,0.007547,CO,-0.65,0.0,0.0,6.3638,10.6372,10.4647,10.9619,9.9815,10.3918,10.9104,11.2721,11.6374,10.4493,10.9136,11.297,11.5851,11.8026,9.1989,10.418,10.6736,10.8272,10.9983,11.4314,11.5728,11.6959,8.609,9.2008,45708.818961487515,38148399.26532045,73215461.60609263,14103406.49273494,102746436.8832801,104101947.02246314,29768076.154112745,11915485.956288472,5137985.402339777,91694175.82488479,29407171.336122844,11428854.226955146,5793124.420460024,3737475.789005653
8.7,4.64,1.04,0.00423,0.007543,CO,-0.73,0.0,0.0,6.5651,10.7352,10.5684,11.0497,10.1041,10.4953,11.0036,11.3597,11.7227,10.55,11.0063,11.3856,11.6701,11.885,9.3205,10.5249,10.7701,10.9185,11.0854,11.5094,11.6475,11.7682,8.7863,9.3506,43651.58322401656,34892878.95893812,66616726.72197833,13021604.723397357,91872863.89517063,94736936.47519222,27348357.7644844,11003535.367159197,4754812.005560064,83660842.89446965,27029233.897500258,10544431.696831437,5362574.523476491,3467998.2733418443
8.7,4.62,1.039,0.00688,0.007538,CO,-0.811,0.0,0.0,6.7665,10.8249,10.6627,11.1275,10.2181,10.5896,11.0877,11.4376,11.7954,10.6424,11.0901,11.4631,11.7436,11.9553,9.4337,10.6232,10.8561,11.0011,11.1608,11.5737,11.7077,11.8252,8.9777,9.4997,41686.93834703355,32168643.8946252,61156023.46199154,12137254.462950226,82825335.50560011,86971164.67421016,25343535.595317703,10255295.832374204,4452760.124532149,76937520.33253498,25054727.61695369,9831032.39441012,5018215.295305799,3254878.801071036
8.7,4.6,1.037,0.01135,0.007534,CO,-0.891,0.0,0.0,6.9679,10.9095,10.752,11.2038,10.3249,10.678,11.167,11.5138,11.8686,10.7298,11.1702,11.5399,11.8177,12.0266,9.5397,10.7154,10.9396,11.0801,11.2358,11.6412,11.7696,11.8831,9.153,9.6377,39810.71705534969,29788853.43155312,56387166.70766233,11325607.110255018,75145717.97979844,80255780.08932962,23583498.78422536,9570380.996769095,4166873.6742753168,71062293.42206751,23297575.088914454,9169384.019824037,4692133.11313549,3051236.397088757
8.7,4.58,1.036,0.0177,0.00753,CO,-0.972,0.0,0.0,7.1692,10.9915,10.8384,11.2732,10.4306,10.7662,11.2435,11.5832,11.9324,10.8142,11.2467,11.6082,11.8824,12.0906,9.6444,10.8072,11.0179,11.1557,11.3036,11.6969,11.8222,11.933,9.3265,9.7743,38018.93963205613,27651268.98481536,52129259.09672577,10635618.996114828,68247306.7751496,74072601.84790052,22002372.63275446,8987326.236765508,3933250.56417209,65817366.14551358,21735618.33364356,8619487.436433319,4425390.545041193,2879632.958632394
8.7,4.56,1.035,0.02591,0.007525,CO,-1.052,0.0,0.0,7.3704,11.0708,10.9227,11.3436,10.5332,10.8504,11.3176,11.6526,11.9997,10.8969,11.3209,11.6778,11.9497,12.1547,9.7462,10.8946,11.0936,11.2289,11.3712,11.7563,11.8781,11.9862,9.488,9.9039,36307.8054770101,25737834.90711587,48299039.729718946,9981130.063926386,62175954.55301074,68636407.444081,20578156.202643,8442040.874519762,3701762.550503476,61071339.09267543,20326796.690480724,8095028.551213494,4164938.064258288,2718154.1311344076
8.7,4.54,1.034,0.03589,0.007522,CO,-1.133,0.0,0.0,7.5715,11.1482,11.004,11.4108,10.6337,10.9321,11.3901,11.7202,12.0634,10.9767,11.3922,11.7456,12.0141,12.217,9.8467,10.9792,11.1682,11.2999,11.4382,11.8131,11.9327,12.0371,9.6477,10.0324,34673.685045253165,23986029.372614205,44850247.77599976,9389577.8109132,56724256.4548814,63711949.486683585,19264281.23785091,7938780.622023134,3493613.908189791,56788944.0160742,19050013.76041656,7611052.807645862,3928211.817878303,2568623.371631963
8.7,4.52,1.033,0.04755,0.007518,CO,-1.213,0.0,0.0,7.7726,11.223,11.0836,11.476,10.7324,11.0115,11.4598,11.7857,12.1253,11.0538,11.4613,11.8107,12.0768,12.2778,9.9443,11.0627,11.2394,11.3679,11.5016,11.8687,11.9843,12.0872,9.8061,10.1598,33113.112148259075,22413019.892671436,41724088.90040755,8851728.416339418,51850246.72125956,59282008.51832669,18085679.288546454,7481967.482271832,3303519.8694607196,52952419.48233456,17894406.925291657,7175740.928311354,3711734.582618223,2431321.806323273
8.7,4.5,1.032,0.06089,0.007515,CO,-1.293,0.0,0.0,7.9736,11.295,11.1603,11.5392,10.8295,11.0885,11.5266,11.8482,12.185,11.1291,11.5286,11.8732,12.1363,12.3347,10.0393,11.1425,11.3095,11.4344,11.5626,11.9217,12.0349,12.1358,9.963,10.2862,31622.776601683792,20991672.855793316,38909310.509780906,8357853.484957472,47452325.43135575,55267469.76784053,17020076.124239046,7069073.370586049,3129274.0320019703,49443872.90774308,16832320.120103046,6779746.000065181,3516604.975193008,2309027.5683966046
8.7,4.48,1.031,0.07594,0.007512,CO,-1.374,0.0,0.0,8.1745,11.3633,11.2336,11.5938,10.914,11.1639,11.5898,11.9028,12.2338,11.2022,11.5909,11.9279,12.1867,12.3837,10.1248,11.2224,11.3745,11.4962,11.6144,11.9662,12.0764,12.1779,10.1135,10.4037,30199.51720402019,19727582.162291676,36398236.81720948,7954292.643677713,43934360.723997265,51600795.111432604,16070460.049985513,6727741.567912486,2994128.309355493,46261455.51374373,15906359.487015465,6451790.175555865,3359776.57296956,2208899.360645401
8.7,4.46,1.03,0.09286,0.007509,CO,-1.454,0.0,0.0,8.3753,11.4312,11.3057,11.6531,11.0075,11.2357,11.6525,11.9631,12.2917,11.2727,11.6537,11.9871,12.2449,12.4387,10.2164,11.297,11.4412,11.5575,11.674,12.0171,12.1261,12.2249,10.2742,10.5299,28840.31503126606,18546450.753727805,34086883.48898097,7537520.647048211,40341427.4528966,48337406.33542021,15180820.997486982,6369366.662732537,2840909.2273124377,43387661.43819691,15024420.956919154,6114306.20902944,3186965.3919189875,2101468.474969491
8.7,4.44,1.03,0.11178,0.007506,CO,-1.534,0.0,0.0,8.5761,11.4842,11.3628,11.6957,11.0739,11.2947,11.7014,12.0047,12.3295,11.3303,11.7023,12.0287,12.2825,12.4757,10.2827,11.3579,11.4924,11.6049,11.7141,12.0516,12.1588,12.2589,10.427,10.6327,27542.28703338169,17676973.024927806,32366399.07742417,7253299.379099239,37978547.39916346,45817399.09238267,14523869.829229005,6134841.389833176,2745898.2852548435,41178766.294275396,14378210.309665576,5889172.469963506,3080948.478816018,2032684.4641274095
8.7,4.42,1.029,0.13291,0.007503,CO,-1.615,0.0,0.0,8.7769,11.5273,11.4081,11.7298,11.1263,11.342,11.7407,12.0388,12.3609,11.3763,11.7421,12.0632,12.3151,12.5059,10.3353,11.4074,11.5351,11.6434,11.7466,12.0803,12.1873,12.2872,10.5687,10.7181,26302.679918953814,17002591.72502611,31068594.865255926,7034655.442453449,36218092.79481348,43899306.4769573,14018759.173901249,5949912.324856809,2669756.6264951974,39502134.04413169,13871775.736233773,5709545.003534866,2992207.196652728,1978505.1957687393
8.7,4.4,1.028,0.15644,0.007501,CO,-1.695,0.0,0.0,8.9777,11.561,11.4444,11.7581,11.1682,11.3789,11.7724,12.0661,12.3865,11.4128,11.7734,12.0915,12.3396,12.531,10.377,11.4464,11.568,11.6744,11.7725,12.1036,12.2098,12.3101,10.6879,10.7825,25118.864315095823,16491747.93990509,30063059.327380784,6857319.621445811,34865599.65718781,42455036.76151145,13622635.522566559,5805266.054573494,2608934.856112024,38216606.47699576,13484772.408211378,5565613.739372084,2927003.3878984815,1934321.9367259229
8.7,4.38,1.027,0.18265,0.007498,CO,-1.775,0.0,0.0,9.1785,11.6203,11.5077,11.8121,11.2516,11.4425,11.8279,12.1199,12.4392,11.4743,11.8289,12.1439,12.392,12.5818,10.4585,11.5119,11.6261,11.7287,11.826,12.1515,12.2564,12.3562,10.8396,10.8936,23988.329190194898,15627666.950506628,28383152.632264268,6529829.645612623,32313544.43135175,40071599.677550144,12954140.284597173,5529038.15497559,2487314.455511455,36140951.237980105,12823042.44229854,5307628.546293273,2791326.7905760114,1847379.9075191317
8.7,4.36,1.027,0.21184,0.007495,CO,-1.856,0.0,0.0,9.3792,11.6531,11.5426,11.8393,11.2918,11.4775,11.8585,12.1474,12.4641,11.5084,11.8595,12.1725,12.4183,12.6069,10.4986,11.5478,11.6592,11.7584,11.8534,12.1767,12.2797,12.3793,10.9433,10.9532,22908.676527677748,15174756.990141686,27507316.87846835,6373374.656491625,31163928.239605162,38831509.91057433,12604226.347557705,5395071.252230582,2432866.5748003796,35051545.91802381,12476669.686775532,5173781.922239524,2726705.7983371825,1806607.519956529
8.7,4.34,1.026,0.24437,0.007493,CO,-1.936,0.0,0.0,9.5799,11.7045,11.597,11.8835,11.3554,11.5342,11.9069,12.1914,12.5051,11.564,11.9079,12.2154,12.4603,12.648,10.5622,11.6054,11.7107,11.8067,11.8955,12.2158,12.3187,12.4164,11.0969,11.0493,21877.616239495517,14480833.302558333,26177010.04378139,6122393.767891854,29406545.198760908,36875344.55860081,12061130.120413067,5183570.312768825,2343959.4857550263,33319539.15971834,11939069.67489296,4975994.918575784,2624642.1005341993,1740426.2415446823
8.7,4.32,1.025,0.2804,0.007491,CO,-2.016,0.0,0.0,9.7805,11.7721,11.6686,11.9411,11.4378,11.6067,11.9693,12.2491,12.5601,11.6355,11.9704,12.2742,12.5151,12.7007,10.6438,11.6799,11.7791,11.8674,11.9521,12.2698,12.3684,12.466,11.281,11.1706,20892.96130854041,13613989.935357003,24519516.98560325,5809157.204551953,27271930.14852196,34511827.58081229,11393571.28514474,4917913.26450613,2229369.072071129,31212665.427611843,11277227.916235862,4716195.496495809,2496789.687524295,1658851.439048442
8.7,4.3,1.025,0.32054,0.007489,CO,-2.096,0.0,0.0,9.9811,11.8486,11.7498,12.008,11.5273,11.6888,12.0414,12.3172,12.625,11.7178,12.0422,12.341,12.579,12.7637,10.7333,11.764,11.8566,11.9382,12.018,12.3318,12.4298,12.5236,11.48,11.3038,19952.62314968879,12694551.393717753,22764800.235068038,5464935.773315713,25127414.78510918,32015470.677961342,10667233.62748515,4621391.890722941,2101134.7469936907,28949614.844586674,10561224.893852657,4437146.135049897,2355341.557795145,1566171.897022584
