Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
9.2,4.18,1.229,1.30696,0.004617,ONe,-2.998,0.0,0.0,12.2338,13.4963,13.4238,13.5909,13.2603,13.3708,13.6646,13.9029,14.179,13.3986,13.6676,13.9259,14.138,14.3072,12.4588,13.4489,13.526,13.5501,13.5935,13.8569,13.92,13.9883,13.9713,13.3461,15135.612484362071,7322599.308163191,12817158.523253027,3346208.317177545,13399102.855484376,17893191.217539355,6293608.430713871,2822413.9501355537,1321240.3152444914,16197601.205408918,6218450.803150592,2711887.343852464,1474286.2223313588,994414.249470305
9.2,4.16,1.229,1.39425,0.004616,ONe,-3.078,0.0,0.0,12.4339,13.5931,13.5285,13.6706,13.3895,13.4776,13.7534,13.9829,14.2523,13.5048,13.7576,14.0059,14.2125,14.3771,12.5863,13.56,13.6251,13.6374,13.6716,13.9207,13.9774,14.042,14.2523,13.5369,14454.39770745928,6700904.354168427,11643938.542361293,3110721.444681632,11901011.359083382,16223925.818079399,5801868.319517727,2623063.829503197,1235520.5285537497,14694636.619934667,5726250.617190517,2520343.8358166115,1377114.1975866554,932814.9283263293
9.2,4.14,1.229,1.48732,0.004616,ONe,-3.158,0.0,0.0,12.6339,13.6916,13.637,13.7514,13.5231,13.5888,13.8453,14.0634,14.3268,13.6139,13.8493,14.0864,14.2878,14.448,12.7183,13.6745,13.7252,13.7265,13.7504,13.9846,14.0343,14.0937,14.5483,13.7357,13803.842646028837,6119746.308822761,10536585.716106564,2887627.194338885,10523104.173334906,14644547.327486366,5330989.998399014,2435616.2269560304,1153585.9706625356,13289812.416142942,5262478.706820627,2340236.7395634935,1284842.6833815072,873847.1772932957
9.2,4.12,1.229,1.58735,0.004616,ONe,-3.238,0.0,0.0,12.8339,13.7907,13.745,13.8304,13.6614,13.7012,13.9349,14.1425,14.3984,13.7229,13.9386,14.1654,14.3597,14.5172,12.8552,13.7917,13.8249,13.8133,13.8259,14.0453,14.0875,14.144,14.8616,13.9445,13182.567385564074,5585903.375598806,9538935.331532013,2684980.4209595434,9264540.191434626,13204317.300328687,4908715.565607147,2264481.926598548,1079965.7082997034,12020398.094592277,4846970.222088773,2176004.51971666,1202513.486349127,819889.8079151633
9.2,4.1,1.229,1.69433,0.004616,ONe,-3.318,0.0,0.0,13.034,13.8921,13.8572,13.9109,13.8046,13.8164,14.0274,14.2238,14.4714,13.8352,14.0311,14.2462,14.4339,14.5859,12.9967,13.9119,13.9276,13.9029,13.9043,14.1064,14.1415,14.1939,15.1932,14.164,12589.254117941662,5087839.691665182,8602405.382491559,2493108.1770842,8119772.656581795,11875063.808322957,4507833.510763372,2101110.334194811,1009740.9414530948,10839240.462610673,4451130.749129373,2019946.156503653,1123078.0926287516,769618.4805729546
9.2,4.08,1.228,1.81273,0.004615,ONe,-3.398,0.0,0.0,13.234,13.9957,13.9723,13.9935,13.9538,13.9361,14.1221,14.3065,14.5449,13.9513,14.1261,14.3285,14.5089,14.6561,13.1439,14.0359,14.0327,13.9943,13.9837,14.1685,14.1957,14.2419,15.5431,14.3953,12022.644346174131,4626809.393382238,7740483.587158888,2311475.596503425,7080306.515907726,10640061.579972355,4133101.3721357565,1947856.9012314375,944056.866334558,9744219.099689843,4079984.762779059,1873302.8017421148,1048571.7313726995,721744.8227826352
9.2,4.06,1.228,1.94491,0.004615,ONe,-3.478,0.0,0.0,13.4341,14.1014,14.09,14.0776,14.1105,14.057,14.219,14.3917,14.6205,14.07,14.2232,14.4136,14.5853,14.7272,13.2984,14.1643,14.1395,14.0879,14.0646,14.2287,14.2486,14.2893,15.9161,14.6385,11481.536214968817,4197605.387733556,6945253.373685097,2139189.7683758996,6128752.159549022,9518842.510607043,3780211.1373715964,1800847.9606529654,880558.3816775569,8735083.092202513,3730942.37345323,1732080.1421808074,977323.0582401834,675995.3013327579
9.2,4.04,1.228,2.08688,0.004615,ONe,-3.558,0.0,0.0,13.6341,14.2116,14.2126,14.1661,14.2754,14.1859,14.3191,14.4811,14.6994,14.1937,14.3231,14.5029,14.6666,14.8019,13.4613,14.2994,14.2488,14.1847,14.1498,14.2933,14.3033,14.3388,16.313,14.895,10964.78196143185,3792465.237258455,6203661.519974802,1971738.4827370148,5265165.892376244,8453258.33649797,3447276.011860445,1658506.0052662662,818838.3138242103,7794478.089128484,3402973.296591658,1595320.6348446738,906813.8515019241,631049.8637211821
9.2,4.02,1.228,2.23199,0.004615,ONe,-3.638,0.0,0.0,13.8341,14.3388,14.3511,14.2713,14.454,14.33,14.4352,14.5867,14.7975,14.3339,14.4393,14.6076,14.7654,14.8968,13.6382,14.4505,14.3766,14.2986,14.2526,14.3767,14.3753,14.4032,16.6865,15.1538,10471.285480508985,3373196.248219837,5460697.185845945,1789654.9777758894,4466548.552949292,7402597.589595093,3097676.473182002,1504793.9912972138,748097.4171277623,6850259.766578051,3057585.014255873,1448665.0501790398,827938.6279352858,578234.0703035491
9.2,4.0,1.228,2.37144,0.004615,ONe,-3.718,0.0,0.0,14.0342,14.4449,14.4751,14.3491,14.6327,14.4599,14.5311,14.6639,14.8639,14.4599,14.5339,14.6839,14.8329,14.9589,13.8137,14.5909,14.4851,14.3889,14.3249,14.4269,14.4189,14.4409,17.1827,15.4551,10000.0,3059155.890521943,4871336.090543492,1665901.4749895874,3788716.0633046497,6567863.8510659775,2835802.9979764395,1401512.7350373087,703717.1826312728,6099679.842686434,2802454.3125117742,1350355.0802618824,778033.2283876889,546089.3127914998
9.2,3.98,1.228,2.49852,0.004615,ONe,-3.798,0.0,0.0,14.2342,14.5668,14.6128,14.4422,14.8263,14.6056,14.641,14.758,14.9464,14.6004,14.6452,14.778,14.9162,15.0368,14.0049,14.7457,14.6086,14.4956,14.4134,14.495,14.477,14.4913,17.6707,15.7667,9549.92586021436,2734271.3293432607,4291094.650963049,1529006.433317972,3169947.4248184627,5743070.419387313,2562807.919164115,1285159.5517181412,652226.0720871566,5359287.315789183,2529405.9810847286,1238248.9906975199,720573.2659935668,508280.76779559115
9.2,3.96,1.228,2.61118,0.004615,ONe,-3.878,0.0,0.0,14.4342,14.6938,14.7577,14.5397,15.0329,14.7596,14.7577,14.8562,15.031,14.7487,14.7613,14.8757,15.0036,15.1169,14.2067,14.9091,14.7388,14.6073,14.5066,14.5651,14.5367,14.544,18.1991,16.0986,9120.108393559096,2432437.043343014,3754984.0284414664,1397685.026989153,2620668.323201865,4983611.0656641675,2301632.9025865975,1174024.198199531,603334.4935558031,4675058.401928384,2272890.6451861043,1131691.3141882485,664841.5377259644,472132.2613379094
9.2,3.94,1.228,2.70977,0.004614,ONe,-3.958,0.0,0.0,14.6342,14.8239,14.9083,14.6393,15.2505,14.9207,14.8778,14.9562,15.1177,14.9029,14.8809,14.9753,15.0919,15.1981,14.4223,15.0811,14.8735,14.7221,14.6006,14.6338,14.5972,14.598,18.7808,16.4533,8709.635899560806,2158687.809400509,3270064.5415797443,1275726.400353768,2145656.959576315,4298256.92771884,2061504.5024342882,1071186.9638320778,557270.9260922569,4057843.289237102,2036698.631200163,1032942.6578111236,613177.7333038944,438300.44101461716
9.2,3.92,1.228,2.79676,0.004614,ONe,-4.038,0.0,0.0,14.8342,14.9512,15.0632,14.7248,15.495,15.0887,14.9914,15.0436,15.1863,15.0636,14.9946,15.0619,15.1628,15.26,14.6611,15.2647,15.0074,14.8284,14.6805,14.6815,14.6411,14.6512,19.473,16.8648,8317.63771102671,1919861.232163056,2835282.415953896,1179118.7435530068,1713011.5437940685,3682072.8078874894,1856710.9028768234,988337.5110290045,523150.18792243866,3499574.7221190603,1834200.34804644,953753.6500191938,574415.7979848029,414011.0261632567
9.2,3.9,1.228,2.87357,0.004614,ONe,-4.118,0.0,0.0,15.0343,15.0921,15.2302,14.8264,15.7469,15.2709,15.1216,15.1465,15.2709,15.2374,15.1237,15.1646,15.2494,15.3377,14.9102,15.4602,15.1564,14.9512,14.7751,14.7491,14.724,14.771,20.1878,17.2757,7943.282347242814,1686202.9275240921,2431063.620813896,1073785.5196683293,1358314.3524671546,3113238.351560778,1646888.844024478,898970.1652618939,483934.27860643837,2981915.0772463637,1628571.279311478,867673.2589310806,530379.0678154681,385417.9238464131
9.2,3.88,1.228,2.94121,0.004614,ONe,-4.198,0.0,0.0,15.2343,15.2329,15.4015,14.9245,16.0149,15.4592,15.251,15.2452,15.3505,15.4174,15.2531,15.2625,15.3304,15.4123,15.1728,15.6645,15.309,15.0723,14.8658,14.836,14.8765,15.003,20.9239,17.7074,7585.775750291836,1481118.61055802,2076234.1232038992,981019.2809145006,1061207.448623813,2617534.2425589515,1461854.9668673861,820852.7901773282,449724.33228645666,2526360.2000822877,1445595.446345529,792859.4612248861,492250.73771480046,359825.47522166156
9.2,3.86,1.228,3.00073,0.004614,ONe,-4.278,0.0,0.0,15.4343,15.3843,15.5798,15.042,16.2797,15.6518,15.3952,15.3628,15.4528,15.6027,15.3952,15.38,15.4348,15.5107,15.4337,15.8713,15.4715,15.2081,14.9759,14.9527,15.0532,15.2331,21.7203,18.1378,7244.359600749898,1288338.0662034198,1761798.8592855725,880394.9506530901,831534.5325907122,2192059.6696582604,1280042.200301694,736589.0844652456,409285.525209512,2129978.7511666035,1268255.5500396092,711534.9104955615,447122.34637211094,328648.6916075841
9.2,3.84,1.228,3.05351,0.004614,ONe,-4.358,0.0,0.0,15.6343,15.5461,15.7669,15.171,16.5521,15.8562,15.5493,15.493,15.5696,15.7996,15.5493,15.509,15.5518,15.6262,15.7021,16.0888,15.6443,15.3557,15.0994,15.097,15.2469,15.4382,22.4377,18.5604,6918.309709189362,1109966.4168581404,1482915.2262933773,781767.3763162129,647023.8501619822,1815901.853104896,1110668.072332979,653349.0722526847,367541.50188734627,1776704.7805900371,1100441.021910131,631824.13724984,401445.2981289859,295482.5971721528
9.2,3.82,1.228,3.1002,0.004614,ONe,-4.438,0.0,0.0,15.8343,15.7103,15.9584,15.3036,16.8303,16.0651,15.7079,15.6259,15.6891,16.001,15.7073,15.6409,15.672,15.7435,15.9767,16.3125,15.8215,15.5069,15.2257,15.2459,15.4498,15.6506,23.1976,18.9992,6606.934480075957,954178.9665875594,1243129.3622740277,691890.7796034167,500772.290290501,1498070.9134120492,959719.4305714048,578076.4520484027,329235.2942171395,1475894.3524382042,951407.9400081516,559546.5379678182,359373.7700478528,265223.442440221
9.2,3.8,1.228,3.14179,0.004614,ONe,-4.518,0.0,0.0,16.0343,15.881,16.1579,15.4405,17.119,16.2831,15.8723,15.7637,15.8103,16.2105,15.8716,15.7787,15.7954,15.8604,16.261,16.545,16.0063,15.6642,15.3567,15.3817,15.6396,15.8623,23.9906,19.4531,6309.57344480193,815360.8204195272,1034466.245969081,609926.5563700104,383848.89050338604,1225553.7744111856,824867.6805085636,509172.89748010784,294460.0528236903,1216901.0642088777,817799.3697428663,492851.64791348705,320764.55769235926,238150.724818943
9.2,3.78,1.228,3.17957,0.004614,ONe,-4.598,0.0,0.0,16.2343,16.0556,16.3636,15.5802,17.4287,16.5098,16.0436,15.9056,15.9334,16.4295,16.0417,15.9197,15.9207,15.9781,16.5638,16.7864,16.1976,15.8264,15.4899,15.5064,15.8176,16.0881,24.8314,19.9295,6025.595860743575,694240.3296000349,855926.2080262221,536287.3378597604,288589.3431126675,994608.970398163,704472.8943895613,446791.8873054202,262897.4572734989,994615.6098124797,699208.6164259182,432828.8622172426,285802.73183904507,213683.95221950408
9.2,3.76,1.228,3.21146,0.004614,ONe,-4.678,0.0,0.0,16.4343,16.2377,16.5789,15.7267,17.7482,16.7488,16.2233,16.0552,16.0613,16.6599,16.2203,16.0683,16.0506,16.0958,16.8802,17.0413,16.4012,15.9965,15.6298,15.6205,15.9818,16.3118,25.7052,20.4285,5754.399373371566,587042.8988301035,701966.3993035599,468594.8843243894,215020.7090435377,798090.9237144958,597013.6868355838,389282.85682010726,233682.60517564652,804442.9888089506,593153.0549548145,377464.5868328907,253574.9658498233,191730.8102709387
9.2,3.74,1.228,3.23991,0.004614,ONe,-4.758,0.0,0.0,16.6343,16.4139,16.7904,15.8665,18.0793,16.9825,16.4001,16.1951,16.1862,16.8856,16.3973,16.2082,16.1758,16.2217,17.204,17.2918,16.6014,16.1629,15.7612,15.7927,16.198,16.5535,27.0257,21.0163,5495.408738576249,499102.60770961904,577718.5658350307,411981.3373705065,158504.02303280737,643535.2962491369,507299.3287427967,342219.914728608,208289.02433299713,653454.376373,503926.00605058565,331830.4324372405,225957.29949428845,170738.67532911437
9.2,3.72,1.228,3.26541,0.004614,ONe,-4.838,0.0,0.0,16.8343,16.6086,17.0226,16.0261,18.4359,17.2368,16.5992,16.3587,16.3214,17.1295,16.5952,16.3709,16.3151,16.347,17.5535,17.5642,16.8203,16.3511,15.9126,15.9011,16.3452,16.7555,28.0596,21.5823,5248.074602497728,417166.8969593097,466483.54032694036,355662.0628435507,114130.12413647199,509157.76545256627,422303.11769618845,294350.8394793676,183901.97175087902,521981.6921104649,419958.8826111376,285651.305351501,198749.65143533537,152128.963968774
9.2,3.7,1.228,3.28786,0.004614,ONe,-4.918,0.0,0.0,17.0343,16.8284,17.2861,16.2051,18.8194,17.5315,16.824,16.5444,16.4702,17.4151,16.8179,16.5545,16.4714,16.4749,17.9323,17.8768,17.0738,16.5634,16.085,15.9314,16.395,16.8654,28.6523,22.109,5011.872336272725,340713.8900090479,365962.2798364747,301604.3097591454,80167.85980390289,388125.6741149971,343324.09794619563,248076.30163782928,160349.04793161433,401250.2083348347,342079.2816394372,241210.5022782715,172102.18164239376,135223.41749358087
9.2,3.68,1.228,3.30763,0.004614,ONe,-4.998,0.0,0.0,17.2343,17.0425,17.5389,16.3833,19.2105,17.8137,17.0419,16.7292,16.6224,17.6861,17.0352,16.7381,16.6278,16.6128,18.3172,18.1806,17.3125,16.7705,16.2562,16.0395,16.5268,16.9783,29.7219,22.7138,4786.300923226385,279736.95229189587,289945.4677133634,255951.4198486418,55919.11502279699,299290.11409889587,280895.1804131886,209249.90945664383,139375.48307548088,312618.929000337,280031.4257164942,203683.67068283222,149013.76084071904,119094.55544806606
9.2,3.66,1.228,3.32479,0.004614,ONe,-5.078,0.0,0.0,17.4343,17.2567,17.7954,16.5627,19.6203,18.108,17.2592,16.9143,16.7797,17.9678,17.2515,16.9228,16.7887,16.7583,18.7205,18.4979,17.5569,16.977,16.4308,16.1619,16.6499,17.077,30.9059,23.3625,4570.881896148751,229651.79218729882,228937.1776219771,216968.92792065992,38338.95662815882,228229.81163644014,229945.16788919925,176451.46917446703,120577.53068052947,241176.6569365207,229449.31818723766,171820.98841100084,128489.12619853458,104157.82623700057
9.2,3.64,1.228,3.33973,0.004614,ONe,-5.158,0.0,0.0,17.6343,17.4734,18.0605,16.7427,20.0542,18.4165,17.4796,17.0988,16.9409,18.2637,17.4718,17.1063,16.9539,16.9074,19.1465,18.8309,17.8125,17.1859,16.606,16.2846,16.7664,17.1729,32.1896,24.0528,4365.158322401661,188100.45192357883,179339.6527271571,183822.02375107852,25708.710253340963,171779.91037870408,187700.0064998105,148876.20125363526,103940.8791067282,183643.37722789694,187312.50484311636,145102.94034681364,110353.5670203015,90792.90409644214
9.2,3.62,1.228,3.35265,0.004614,ONe,-5.238,0.0,0.0,17.8343,17.6938,18.3361,16.9244,20.5086,18.7388,17.7122,17.2837,17.1018,18.5733,17.7015,17.2913,17.1185,17.0596,19.5938,19.1769,18.0811,17.4015,16.7797,16.4058,16.8864,17.2685,33.5677,24.782,4168.693834703355,153542.9353561628,139134.9782471256,155495.39899544325,16916.88081758935,127659.27445920103,151504.06574182358,125564.03946395371,89624.42567305236,138081.4283678329,151595.66117611816,122370.35304826475,94830.1364953873,78917.24354774026
9.2,3.6,1.228,3.36375,0.004614,ONe,-5.318,0.0,0.0,18.0343,17.9175,18.6177,17.1076,20.9763,19.0662,17.9532,17.4729,17.2588,18.8877,17.9409,17.4789,17.28,17.2073,20.0533,19.53,18.3564,17.6253,16.9549,16.5289,17.0057,17.3625,35.0266,25.5418,3981.0717055349733,124953.90670710674,107348.58505871544,131352.25805484838,10996.14073695828,94426.16937123411,121345.67104117355,105483.68149728244,77557.96148425217,103365.41935308327,121598.09509634967,102952.3378387934,81723.39041305894,68879.80479165936
9.2,3.58,1.228,3.37283,0.004614,ONe,-5.398,0.0,0.0,18.2343,18.1945,18.9476,17.3498,21.4403,19.4405,18.2496,17.7257,17.4699,19.2503,18.2351,17.7311,17.4991,17.3936,20.5136,19.9237,18.6836,17.9062,17.1923,16.5788,17.0251,17.4614,35.5583,26.102,3801.8939632056126,96816.60265938188,79220.27113381127,105089.06863627073,7172.000144455547,66891.72132899963,92355.82404557249,83572.86270465713,63853.74677795081,74017.6463224853,92735.660924561,81612.41194093702,66789.22062996036,58019.2229002436
9.2,3.56,1.228,3.38033,0.004614,ONe,-5.478,0.0,0.0,18.4343,18.4311,19.247,17.5484,21.9348,19.7901,18.5099,17.9319,17.6406,19.5858,18.494,17.9354,17.6743,17.5527,21.0021,20.2985,18.98,18.1474,17.3816,16.7308,17.1493,17.5563,37.1183,26.8983,3630.780547701014,77859.18241733764,60127.939917866475,87522.06241934324,4548.207705544578,48476.62452109113,72668.18073425924,69117.06354285381,54564.02329421199,54341.95655320226,73061.19503335514,67613.93519367038,56836.375608403425,50110.86594138566
9.2,3.54,1.228,3.38686,0.004614,ONe,-5.558,0.0,0.0,18.6343,18.6729,19.5492,17.7567,22.4248,20.139,18.7794,18.1516,17.8167,19.922,18.761,18.1544,17.8567,17.7131,21.487,20.6751,19.279,18.3979,17.5831,16.8692,17.2836,17.6476,38.8862,27.6969,3467.368504525317,62314.60392575289,45519.37857130946,72243.29454127557,2896.278295049622,35153.80762915427,56694.938386624315,56455.372690205295,46394.48793149292,39870.82948064083,57132.96612040923,55263.22341430034,48047.0110268356,43228.67335158291
9.2,3.52,1.228,3.39331,0.004614,ONe,-5.638,0.0,0.0,18.8342,18.9463,19.8826,17.9995,22.9056,20.5232,19.0791,18.4017,18.0365,20.2947,19.0589,18.4033,18.0811,17.9199,21.9674,21.0789,19.6141,18.6791,17.8203,17.0086,17.2885,17.7453,39.3074,28.2871,3311.311214825911,48442.867093520385,33483.922221873174,57766.6979348003,1860.0314592899288,24677.00061000089,43019.393933519576,44839.96642598629,37891.90027620644,28286.243191233232,43423.694593303306,43941.635071284174,39075.66481793254,35731.55425800388
9.2,3.5,1.228,3.39976,0.004614,ONe,-5.718,0.0,0.0,19.0341,19.2032,20.2097,18.2209,23.4669,20.915,19.3692,18.6367,18.2272,20.6705,19.3456,18.6366,18.2779,18.0951,22.5265,21.5001,19.9418,18.9472,18.0355,17.1648,17.4262,17.8396,41.2493,29.2236,3162.2776601683795,38235.76986314116,24774.010906786065,47110.48150383689,1109.175554988038,17201.73971074991,32932.46869473349,36113.142263579226,31788.23285584046,20010.376999352247,33346.23231884065,35445.10057649453,32597.656247410665,30406.8833222613
9.2,3.48,1.228,3.40621,0.004614,ONe,-5.798,0.0,0.0,19.234,19.4911,20.5668,18.4768,23.9893,21.3301,19.6924,18.9026,18.4555,21.0727,19.6667,18.9009,18.5121,18.3086,23.0527,21.9374,20.3031,19.2481,18.2842,17.303,17.4221,17.9332,41.7968,29.8799,3019.9517204020162,29329.849802392404,17830.2045081508,37218.386628665336,685.5518223638093,11736.331605328498,24453.68354254743,28268.66366668962,25760.0312571434,13815.775607327376,24808.857897539845,27786.651424893844,26272.800960243,24978.81937860473
9.2,3.46,1.228,3.41267,0.004614,ONe,-5.878,0.0,0.0,19.4339,19.7661,20.9079,18.7213,24.4882,21.7266,20.0011,19.1566,18.6735,21.4569,19.9733,19.1532,18.7357,18.5125,23.5553,22.3551,20.6481,19.5355,18.5218,17.4348,17.4182,18.0226,42.3196,30.5067,2884.031503126606,22767.211340259553,13023.158446937958,29713.755338077688,432.99241602357705,8145.774284493336,18401.96869946157,22372.02411283272,21073.97136777493,9698.292335391394,18705.390173212098,22025.015007868675,21382.888712474116,20701.981094288658
9.2,3.44,1.228,3.41912,0.004614,ONe,-5.958,0.0,0.0,19.6338,20.0287,21.2337,18.9547,24.9646,22.1052,20.2959,19.3992,18.8817,21.8238,20.2662,19.3943,18.9493,18.7072,24.0353,22.7539,20.9776,19.81,18.7487,17.5608,17.4144,18.1079,42.8188,31.1052,2754.2287033381663,17875.979130723994,9647.08987287822,23966.109710491502,279.20313450744356,5747.677232358153,14026.337597915954,17892.263225051018,17396.680427313822,6917.2786517493605,14282.583492471047,17639.091497714104,17564.119194327526,17303.418336453913
9.2,3.42,1.228,3.42557,0.004614,ONe,-6.037,0.0,0.0,19.8337,20.2795,21.5448,19.1776,25.4196,22.4667,20.5774,19.6309,19.0805,22.1741,20.5458,19.6244,19.1533,18.8931,24.4936,23.1348,21.2922,20.0721,18.9654,17.6811,17.4109,18.1894,43.2956,31.6768,2630.2679918953813,14188.93629961436,7243.6310963752985,19518.100193857925,183.62012962301898,4119.954044941381,10822.915997366836,14453.907755851522,14485.930114086836,5009.740967343991,11039.94148526551,14270.402182889313,14555.47476530279,14580.48289164872
9.2,3.4,1.228,3.43202,0.004614,ONe,-6.117,0.0,0.0,20.0336,20.519,21.8419,19.3905,25.8541,22.812,20.8463,19.8521,19.2704,22.5087,20.8129,19.8442,19.3481,19.0707,24.9313,23.4986,21.5927,20.3224,19.1723,17.796,17.4074,18.2673,43.751,32.2227,2511.88643150958,11380.1985427621,5509.552483325935,16042.702986270191,123.06095743162008,2997.590970094613,8448.591027750244,11789.768533346987,12161.478760298847,3681.080126641858,8632.304898810888,11655.10560680944,12164.839285506616,12380.321065966817
9.3,4.9,1.286,0.00031,0.004211,ONe,-0.198,0.0,0.0,5.234,11.0628,10.8679,11.4409,10.2885,10.7939,11.3623,11.7532,12.1383,10.8709,11.3693,11.7808,12.0836,12.3056,9.5072,10.7893,11.1381,11.2833,11.4908,11.96,12.1128,12.2397,8.7628,9.4208,79432.82347242821,82796987.66694514,162218739.327602,29140851.69000272,248739631.82544702,230885717.9744632,63062180.77955255,24572535.78897258,10404257.283630952,199746863.43073615,62079965.80743804,23510448.30867514,11756852.596665902,7553645.6054765545
9.3,4.88,1.286,0.00041,0.004211,ONe,-0.278,0.0,0.0,5.4344,11.0955,10.901,11.4709,10.3243,10.8274,11.3934,11.7834,12.1665,10.9043,11.4,11.8101,12.1124,12.3343,9.5428,10.8238,11.1692,11.314,11.52,11.9877,12.1404,12.2696,8.8104,9.4614,75857.75750291836,80340501.15829901,157347925.6836788,28346682.579946402,240671678.67677072,223870603.15912047,61281443.29228254,23898463.304766964,10137505.041273946,193695695.02530944,60349193.28322787,22884472.731673185,11449092.738404313,7356590.892692643
9.3,4.86,1.285,0.00062,0.004211,ONe,-0.358,0.0,0.0,5.6349,11.1267,10.9327,11.4994,10.3586,10.8594,11.4231,11.8123,12.1934,10.9363,11.4293,11.8381,12.14,12.3618,9.5768,10.8567,11.1989,11.3433,11.5479,12.0142,12.1668,12.2981,8.8559,9.5002,72443.59600749906,78064671.49731717,152820290.87901288,27612278.215635188,233187350.07852578,217368730.69318184,59627827.33317164,23270728.33934803,9889425.956513995,188070192.21929437,58742370.623315774,22301851.03085566,11161718.701581731,7172599.8893014705
9.3,4.84,1.285,0.00138,0.004211,ONe,-0.438,0.0,0.0,5.8356,11.1756,10.9827,11.5468,10.4072,10.9082,11.4714,11.8597,12.2418,10.9856,11.479,11.8872,12.1888,12.4097,9.6251,10.9048,11.2479,11.393,11.5963,12.0627,12.2134,12.3386,8.9192,9.5572,69183.09709189362,74626751.3787639,145942244.78309733,26432743.436478525,222979525.6131205,207815085.08277383,57033363.586289726,22276654.862389144,9458256.405205982,179721472.59220335,56114031.168510035,21315764.357789077,10671146.278685762,6863041.186184254
9.3,4.82,1.283,0.00433,0.004211,ONe,-0.519,0.0,0.0,6.0366,11.214,11.0215,11.5827,10.4502,10.9481,11.5089,11.8953,12.2753,11.024,11.5156,11.9218,12.2223,12.4429,9.6675,10.9459,11.2841,11.4296,11.631,12.0938,12.243,12.3697,8.969,9.6024,66069.34480075965,72033503.23325631,140818924.1439289,25573033.0908809,214321128.40100244,200316659.5462076,55097131.02428118,21558074.889966287,9170881.52893577,173476227.1956559,54253963.271639355,20647187.921034127,10346919.570281966,6656356.981150461
9.3,4.8,1.283,0.00847,0.004211,ONe,-0.599,0.0,0.0,6.2373,11.2507,11.0585,11.617,10.4912,10.9862,11.5448,11.9293,12.3073,11.0607,11.5506,11.9547,12.2543,12.4746,9.7079,10.9852,11.3187,11.4646,11.6642,12.1234,12.2714,12.3995,9.0164,9.6456,63095.7344480193,69639322.3647306,136100907.80228394,24777771.330302205,206378754.5084585,193409173.63371322,53305127.34262934,20893441.250850685,8904531.676565994,167710389.83313113,52532911.25033937,20030920.649517216,10046414.052755522,6464822.498511497
9.3,4.78,1.282,0.0135,0.004211,ONe,-0.679,0.0,0.0,6.4379,11.2857,11.0939,11.6498,10.5304,11.0226,11.579,11.9618,12.3379,11.0957,11.5841,11.9863,12.2849,12.505,9.7466,11.0227,11.3517,11.4981,11.6959,12.1518,12.2985,12.4279,9.0618,9.6868,60255.95860743581,67430213.7708075,131734953.35043772,24040430.50796187,199060452.59333718,187032495.86065915,51652219.17469672,20277292.984008666,8657073.069905262,162390256.74036282,50936777.85916074,19456329.408293232,9767222.320530694,6286321.744450566
9.3,4.76,1.281,0.01959,0.00421,ONe,-0.759,0.0,0.0,6.6384,11.3578,11.1692,11.7201,10.6071,11.0963,11.651,12.032,12.4089,11.1695,11.6564,12.0598,12.3568,12.5755,9.8255,11.0989,11.421,11.5704,11.7654,12.2226,12.3699,12.4982,9.1438,9.7661,57543.993733715666,63127825.178255156,122966641.93391353,22543873.13380411,185571500.0481454,174841031.70728654,48361000.42481979,19016748.698703088,8112923.378532308,151791083.00634453,47677970.4594609,18191445.167111997,9145708.696164215,5893901.809071527
9.3,4.74,1.281,0.02707,0.00421,ONe,-0.84,0.0,0.0,6.8389,11.4121,11.2224,11.7709,10.6679,11.1504,11.7024,12.0819,12.4586,11.2228,11.7074,12.1089,12.4056,12.6274,9.8859,11.1557,11.4715,11.6214,11.8156,12.2713,12.4201,12.5491,9.2113,9.828,54954.08738576248,60048315.32972702,117086631.85637398,21513374.221665774,175465314.1715697,166342552.1725451,46124882.87452031,18162526.770995703,7749922.764438113,144519436.52490377,45490190.99039969,17387101.993162278,8743742.601682529,5618791.2357996665
9.3,4.72,1.28,0.03587,0.004209,ONe,-0.92,0.0,0.0,7.0393,11.5663,11.3815,11.916,10.8469,11.309,11.8546,12.226,12.6001,11.3757,11.8581,12.2516,12.5471,12.7671,10.0649,11.3213,11.6165,11.7726,11.9568,12.4074,12.556,12.6859,9.379,10.0086,52480.74602497723,52122731.61263206,101175102.56655538,18831064.544661712,148866719.62449035,143803580.90269244,40110827.02137203,15912653.556909826,6806184.451266875,125595072.15805879,39613580.702211246,15252939.297344046,7678982.971872962,4942756.734582745
